id,name,id_number_masked,position,nationality,birth_date,notes,created_at
1018,Dewi Bambang Hidayat,6117********3017,CFO,Indonesia,1973-10-19,,2026-01-15 14:25:06.94534+00
1019,Siti Wati Kusumo,6118********3018,Komisaris Independen,Indonesia,1986-09-11,,2026-01-15 14:25:06.94534+00
1020,Dian Putra,6119********3019,CFO,Netherlands,1950-12-09,,2026-01-15 14:25:06.94534+00
1021,Nurul Sri Prasetyo,6120********3020,CEO,Indonesia,1978-09-14,,2026-01-15 14:25:06.94534+00
1022,Rizki Dian Cahya,6121********3021,Komisaris Independen,Indonesia,1977-09-08,,2026-01-15 14:25:06.94534+00
1023,Hadi Hendro Suryanto,6122********3022,Direktur Operasional,Indonesia,1973-01-14,,2026-01-15 14:25:06.94534+00
1024,Yanti Sari Prabowo,6123********3023,Direktur Keuangan,Indonesia,1962-03-05,,2026-01-15 14:25:06.94534+00
1025,Eko Agus Wibowo,6124********3024,Komisaris Utama,Indonesia,1970-03-09,,2026-01-15 14:25:06.94534+00
1026,Adi Siti Nugroho,6125********3025,Direktur,Indonesia,1985-06-11,,2026-01-15 14:25:06.94534+00
1027,Sri Fitri Santoso,6126********3026,Komisaris Utama,Indonesia,1969-08-26,,2026-01-15 14:25:06.94534+00
1028,Wati Raharjo,6127********3027,COO,Indonesia,1987-11-15,,2026-01-15 14:25:06.94534+00
1029,Ratna Bambang Mahendra,6128********3028,COO,Indonesia,1981-04-23,,2026-01-15 14:25:06.94534+00
1030,Ratna Saputra,6129********3029,Komisaris Independen,Indonesia,1954-06-24,,2026-01-15 14:25:06.94534+00
1031,Ahmad Hartono,6130********3030,Komisaris,Singapore,1971-04-13,,2026-01-15 14:25:06.94534+00
1032,Putri Ahmad Wibowo,6131********3031,Direktur Keuangan,Indonesia,1953-06-25,,2026-01-15 14:25:06.94534+00
1033,Wati Saputra,6132********3032,CEO,Japan,1961-11-26,,2026-01-15 14:25:06.94534+00
1034,Hendra Hadi Raharjo,6133********3033,Direktur Keuangan,Indonesia,1975-11-24,,2026-01-15 14:25:06.94534+00
1035,Tri Maya Gunawan,6134********3034,Direktur Operasional,Indonesia,1989-06-01,,2026-01-15 14:25:06.94534+00
1036,Kurnia Wijaya,6135********3035,Sekretaris Perusahaan,Indonesia,1967-12-24,,2026-01-15 14:25:06.94534+00
1037,Sri Kusumo,6136********3036,Direktur Utama,Japan,1989-10-13,,2026-01-15 14:25:06.94534+00
1038,Wulan Joko Ardiansyah,6137********3037,CEO,Indonesia,1959-03-24,,2026-01-15 14:25:06.94534+00
1039,Sari Kusuma,6138********3038,Komisaris Independen,Indonesia,1959-12-11,,2026-01-15 14:25:06.94534+00
1040,Budi Agus Permana,6139********3039,Direktur,China,1953-06-12,,2026-01-15 14:25:06.94534+00
1041,Wahyu Mahendra,6140********3040,CEO,Indonesia,1981-09-14,,2026-01-15 14:25:06.94534+00
1042,Adi Gunawan,6141********3041,Komisaris Utama,Netherlands,1985-11-15,,2026-01-15 14:25:06.94534+00
1043,Nita Feri Gunawan,6142********3042,Komisaris Independen,Indonesia,1960-11-08,,2026-01-15 14:25:06.94534+00
1044,Nita Surya,6143********3043,CFO,Japan,1972-08-10,,2026-01-15 14:25:06.94534+00
1045,Bambang Taufik Hartono,6144********3044,Komisaris Independen,Indonesia,1981-05-28,,2026-01-15 14:25:06.94534+00
1046,Siti Hendro Cahya,6145********3045,Direktur Utama,Indonesia,1970-02-27,,2026-01-15 14:25:06.94534+00
1047,Hendra Ramadhan,6146********3046,Komisaris Independen,Indonesia,1973-09-05,,2026-01-15 14:25:06.94534+00
1048,Tri Yanti Hermawan,6147********3047,Komisaris Utama,Indonesia,1963-01-06,,2026-01-15 14:25:06.94534+00
1049,Putri Nugroho,6148********3048,Komisaris Utama,Indonesia,1973-09-25,,2026-01-15 14:25:06.94534+00
1050,Hadi Dwi Setiawan,6149********3049,Komisaris,Japan,1981-04-26,,2026-01-15 14:25:06.94534+00
1051,Tri Suharto,6150********3050,Direktur,Indonesia,1960-11-02,,2026-01-15 14:25:06.94534+00
1052,Eko Andi Hartono,6151********3051,Komisaris Independen,Indonesia,1986-12-16,,2026-01-15 14:25:06.94534+00
1053,Rina Putra,6152********3052,COO,Indonesia,1964-06-09,,2026-01-15 14:25:06.94534+00
1054,Dwi Yulia Kusuma,6153********3053,Sekretaris Perusahaan,Indonesia,1957-06-27,,2026-01-15 14:25:06.94534+00
1055,Adi Ratna Ramadhan,6154********3054,CFO,USA,1980-05-20,,2026-01-15 14:25:06.94534+00
1056,Dwi Ardiansyah,6155********3055,Komisaris Utama,Indonesia,1967-03-13,,2026-01-15 14:25:06.94534+00
1057,Maya Joko Firmansyah,6156********3056,Komisaris Utama,Indonesia,1976-10-23,,2026-01-15 14:25:06.94534+00
1058,Hadi Eko Gunawan,6157********3057,Sekretaris Perusahaan,Indonesia,1982-04-09,,2026-01-15 14:25:06.94534+00
1059,Siti Fitri Firmansyah,6158********3058,Direktur Keuangan,Malaysia,1969-02-14,,2026-01-15 14:25:06.94534+00
1060,Nurul Permana,6159********3059,Direktur Operasional,Indonesia,1953-09-01,,2026-01-15 14:25:06.94534+00
1061,Rizki Raharjo,6160********3060,Direktur Utama,Indonesia,1968-11-02,,2026-01-15 14:25:06.94534+00
1062,Sri Mahendra,6161********3061,Direktur,Indonesia,1965-06-04,,2026-01-15 14:25:06.94534+00
1063,Nita Purwanto,6162********3062,Komisaris,Indonesia,1986-05-27,,2026-01-15 14:25:06.94534+00
1064,Lestari Budi Putra,6163********3063,Direktur,Indonesia,1968-12-02,,2026-01-15 14:25:06.94534+00
1065,Ratna Kurnia Setiawan,6164********3064,Komisaris Utama,Indonesia,1986-11-16,,2026-01-15 14:25:06.94534+00
1066,Ahmad Hadi Ramadhan,6165********3065,Sekretaris Perusahaan,Indonesia,1952-02-09,,2026-01-15 14:25:06.94534+00
1067,Adi Joko Hartono,6166********3066,Komisaris Utama,USA,1968-02-13,,2026-01-15 14:25:06.94534+00
1068,Budi Dwi Ardiansyah,6167********3067,Direktur,Indonesia,1978-11-23,,2026-01-15 14:25:06.94534+00
1069,Rina Hidayat,6168********3068,Direktur Utama,Indonesia,1982-09-06,,2026-01-15 14:25:06.94534+00
1070,Putri Dwi Wijaya,6169********3069,Direktur,Indonesia,1953-04-23,,2026-01-15 14:25:06.94534+00
1071,Dewi Setiawan,6170********3070,Komisaris,Indonesia,1960-07-28,,2026-01-15 14:25:06.94534+00
1072,Dwi Setiawan,6171********3071,COO,Indonesia,1956-11-16,,2026-01-15 14:25:06.94534+00
1073,Putri Setiawan,6172********3072,CEO,Indonesia,1964-05-20,,2026-01-15 14:25:06.94534+00
1074,Siti Kurnia Putra,6173********3073,Komisaris Independen,Indonesia,1957-12-09,,2026-01-15 14:25:06.94534+00
1075,Agus Prabowo,6174********3074,Direktur Utama,Indonesia,1972-02-19,,2026-01-15 14:25:06.94534+00
1076,Hendra Ahmad Hidayat,6175********3075,Sekretaris Perusahaan,Indonesia,1958-10-07,,2026-01-15 14:25:06.94534+00
1077,Hadi Rina Wijaya,6176********3076,Direktur Operasional,Indonesia,1972-06-01,,2026-01-15 14:25:06.94534+00
1078,Dian Sigit Putra,6177********3077,CFO,Indonesia,1983-08-06,,2026-01-15 14:25:06.94534+00
1079,Taufik Mahendra,6178********3078,Direktur Keuangan,Indonesia,1981-02-22,,2026-01-15 14:25:06.94534+00
1080,Rudi Firmansyah,6179********3079,Direktur Operasional,Indonesia,1966-09-22,,2026-01-15 14:25:06.94534+00
1081,Andi Susanto,6180********3080,Komisaris Independen,Indonesia,1988-07-15,,2026-01-15 14:25:06.94534+00
1082,Feri Gunawan,6181********3081,Komisaris Independen,Indonesia,1955-04-04,,2026-01-15 14:25:06.94534+00
1083,Joko Ardiansyah,6182********3082,Sekretaris Perusahaan,Indonesia,1981-01-05,,2026-01-15 14:25:06.94534+00
1084,Hadi Pratama,6183********3083,CFO,Indonesia,1953-09-18,,2026-01-15 14:25:06.94534+00
1085,Dian Siti Cahya,6184********3084,Direktur Operasional,Indonesia,1968-07-21,,2026-01-15 14:25:06.94534+00
1086,Feri Prasetyo,6185********3085,CEO,Indonesia,1963-06-01,,2026-01-15 14:25:06.94534+00
1087,Kurnia Kusumo,6186********3086,Direktur Utama,Indonesia,1987-05-01,,2026-01-15 14:25:06.94534+00
1088,Rudi Suharto,6187********3087,CFO,Indonesia,1978-04-03,,2026-01-15 14:25:06.94534+00
1089,Nurul Kusuma,6188********3088,Komisaris Independen,Indonesia,1956-12-05,,2026-01-15 14:25:06.94534+00
1090,Yanti Wijaya,6189********3089,Direktur Keuangan,Indonesia,1971-02-23,,2026-01-15 14:25:06.94534+00
1091,Putri Suharto,6190********3090,Komisaris Independen,Indonesia,1970-01-06,,2026-01-15 14:25:06.94534+00
1092,Sigit Ahmad Wijaya,6191********3091,Komisaris Utama,Netherlands,1972-11-14,,2026-01-15 14:25:06.94534+00
1093,Nita Hendra Utomo,6192********3092,Komisaris Independen,Indonesia,1954-06-08,,2026-01-15 14:25:06.94534+00
1094,Joko Pratama,6193********3093,Komisaris,Indonesia,1977-11-12,,2026-01-15 14:25:06.94534+00
1095,Hadi Rina Mahendra,6194********3094,CFO,Netherlands,1953-02-12,,2026-01-15 14:25:06.94534+00
1096,Eko Hermawan,6195********3095,Komisaris,Indonesia,1958-07-05,,2026-01-15 14:25:06.94534+00
1097,Hendra Kusuma,6196********3096,Direktur Keuangan,Indonesia,1963-12-27,,2026-01-15 14:25:06.94534+00
1098,Eko Tri Wibowo,6197********3097,Komisaris Independen,Indonesia,1950-05-19,,2026-01-15 14:25:06.94534+00
1099,Wahyu Purwanto,6198********3098,Komisaris Independen,Indonesia,1978-07-10,,2026-01-15 14:25:06.94534+00
1100,Agus Nita Setiawan,6199********3099,COO,Indonesia,1985-11-05,,2026-01-15 14:25:06.94534+00
1101,Ratna Firmansyah,6200********3100,Komisaris Utama,Indonesia,1976-11-09,,2026-01-15 14:25:06.94534+00
1102,Sri Rina Santoso,6201********3101,Direktur Operasional,Indonesia,1962-03-14,,2026-01-15 14:25:06.94534+00
1103,Wulan Suharto,6202********3102,CEO,Indonesia,1952-02-09,,2026-01-15 14:25:06.94534+00
1104,Eko Kurnia Prasetyo,6203********3103,Sekretaris Perusahaan,Malaysia,1971-10-21,,2026-01-15 14:25:06.94534+00
1105,Dwi Hendro Surya,6204********3104,Komisaris Independen,Indonesia,1971-06-20,,2026-01-15 14:25:06.94534+00
1106,Rina Suharto,6205********3105,COO,Indonesia,1950-01-24,,2026-01-15 14:25:06.94534+00
1107,Nita Ramadhan,6206********3106,CEO,Indonesia,1953-08-13,,2026-01-15 14:25:06.94534+00
1108,Ratna Prasetyo,6207********3107,CEO,Indonesia,1964-05-27,,2026-01-15 14:25:06.94534+00
1109,Rudi Wahyu Aditya,6208********3108,COO,Indonesia,1976-08-18,,2026-01-15 14:25:06.94534+00
1110,Wishnu Budi Gunawan,6209********3109,COO,Indonesia,1957-03-20,,2026-01-15 14:25:06.94534+00
1111,Wahyu Rizki Utomo,6210********3110,COO,Indonesia,1964-05-04,,2026-01-15 14:25:06.94534+00
1112,Tri Rina Purwanto,6211********3111,Direktur Operasional,Indonesia,1970-03-08,,2026-01-15 14:25:06.94534+00
1113,Yulia Hartono,6212********3112,Direktur Operasional,Indonesia,1983-10-23,,2026-01-15 14:25:06.94534+00
1114,Fitri Kurnia Setiawan,6213********3113,Direktur Operasional,Indonesia,1972-05-28,,2026-01-15 14:25:06.94534+00
1115,Dwi Fitri Wibowo,6214********3114,Sekretaris Perusahaan,Indonesia,1988-04-08,,2026-01-15 14:25:06.94534+00
1116,Ratna Hadi Saputra,6215********3115,CEO,Indonesia,1978-11-23,,2026-01-15 14:25:06.94534+00
1117,Putri Hadi Setiawan,6216********3116,Direktur,Indonesia,1970-11-10,,2026-01-15 14:25:06.94534+00
1118,Dian Tri Hidayat,6217********3117,Direktur,Indonesia,1990-07-28,,2026-01-15 14:25:06.94534+00
1119,Wishnu Wijaya,6218********3118,Direktur,Indonesia,1965-12-02,,2026-01-15 14:25:06.94534+00
1120,Bambang Nita Pratama,6219********3119,CFO,Indonesia,1952-04-06,,2026-01-15 14:25:06.94534+00
1121,Wulan Rizki Pratama,6220********3120,CEO,Indonesia,1966-06-15,,2026-01-15 14:25:06.94534+00
1122,Wishnu Suharto,6221********3121,Direktur Utama,USA,1964-03-01,,2026-01-15 14:25:06.94534+00
1123,Nurul Ardiansyah,6222********3122,Direktur Keuangan,Indonesia,1952-05-26,,2026-01-15 14:25:06.94534+00
1124,Rudi Taufik Saputra,6223********3123,Komisaris Utama,Indonesia,1988-10-26,,2026-01-15 14:25:06.94534+00
1125,Bambang Dian Firmansyah,6224********3124,CEO,Indonesia,1975-02-21,,2026-01-15 14:25:06.94534+00
1126,Lestari Siti Kusumo,6225********3125,Direktur,Indonesia,1986-08-02,,2026-01-15 14:25:06.94534+00
1127,Taufik Putri Susanto,6226********3126,CFO,Japan,1961-08-19,,2026-01-15 14:25:06.94534+00
1128,Wulan Hartono,6227********3127,Direktur Keuangan,Indonesia,1958-10-19,,2026-01-15 14:25:06.94534+00
1129,Rudi Siti Wibowo,6228********3128,Komisaris Independen,Indonesia,1977-04-27,,2026-01-15 14:25:06.94534+00
1130,Hendro Purwanto,6229********3129,Direktur Keuangan,Indonesia,1975-03-09,,2026-01-15 14:25:06.94534+00
1131,Dian Putri Putra,6230********3130,COO,Indonesia,1980-04-13,,2026-01-15 14:25:06.94534+00
1132,Andi Purwanto,6231********3131,Komisaris Utama,Indonesia,1970-08-05,,2026-01-15 14:25:06.94534+00
1133,Tri Joko Purwanto,6232********3132,Komisaris,Indonesia,1979-11-14,,2026-01-15 14:25:06.94534+00
1134,Indah Wibowo,6233********3133,Komisaris Utama,Indonesia,1950-01-13,,2026-01-15 14:25:06.94534+00
1135,Feri Saputra,6234********3134,CFO,Indonesia,1982-02-25,,2026-01-15 14:25:06.94534+00
1136,Feri Permana,6235********3135,Direktur,Singapore,1971-02-21,,2026-01-15 14:25:06.94534+00
1137,Wati Joko Permana,6236********3136,COO,Indonesia,1950-06-17,,2026-01-15 14:25:06.94534+00
1138,Lestari Susanto,6237********3137,Direktur Operasional,Indonesia,1982-10-04,,2026-01-15 14:25:06.94534+00
1139,Kurnia Andi Suharto,6238********3138,Sekretaris Perusahaan,Indonesia,1959-04-13,,2026-01-15 14:25:06.94534+00
1140,Putri Feri Wijaya,6239********3139,Direktur Keuangan,Indonesia,1961-09-21,,2026-01-15 14:25:06.94534+00
1141,Ahmad Nugroho,6240********3140,Direktur Keuangan,Indonesia,1953-02-13,,2026-01-15 14:25:06.94534+00
1142,Rudi Hidayat,6241********3141,Direktur Keuangan,Indonesia,1959-11-22,,2026-01-15 14:25:06.94534+00
1143,Irwan Kusuma,6242********3142,Direktur Utama,Indonesia,1963-01-17,,2026-01-15 14:25:06.94534+00
1144,Ahmad Rizki Purwanto,6243********3143,Direktur Operasional,Indonesia,1981-03-26,,2026-01-15 14:25:06.94534+00
1145,Sari Dian Putra,6244********3144,Direktur Keuangan,Indonesia,1982-10-18,,2026-01-15 14:25:06.94534+00
1146,Bambang Fitri Utomo,6245********3145,Direktur Operasional,Indonesia,1954-01-06,,2026-01-15 14:25:06.94534+00
1147,Ahmad Andi Cahya,6246********3146,COO,Malaysia,1957-12-27,,2026-01-15 14:25:06.94534+00
1148,Hendro Prasetyo,6247********3147,Komisaris,Indonesia,1987-09-17,,2026-01-15 14:25:06.94534+00
1149,Tri Hendra Kusuma,6248********3148,COO,Indonesia,1952-10-01,,2026-01-15 14:25:06.94534+00
1150,Putri Bambang Purwanto,6249********3149,CEO,Indonesia,1953-02-27,,2026-01-15 14:25:06.94534+00
1151,Bambang Saputra,6250********3150,Direktur,Indonesia,1963-05-12,,2026-01-15 14:25:06.94534+00
1152,Wahyu Susanto,6251********3151,Direktur Utama,Indonesia,1980-09-09,,2026-01-15 14:25:06.94534+00
1153,Sari Indah Hartono,6252********3152,Komisaris Utama,Indonesia,1969-02-14,,2026-01-15 14:25:06.94534+00
1154,Wahyu Surya,6253********3153,Direktur Operasional,Indonesia,1960-12-15,,2026-01-15 14:25:06.94534+00
1155,Feri Taufik Suryanto,6254********3154,Direktur Keuangan,Indonesia,1969-10-23,,2026-01-15 14:25:06.94534+00
1156,Irwan Surya,6255********3155,Direktur Operasional,Indonesia,1990-03-16,,2026-01-15 14:25:06.94534+00
1157,Hadi Ramadhan,6256********3156,CEO,Indonesia,1954-08-16,,2026-01-15 14:25:06.94534+00
1158,Siti Dian Wijaya,6257********3157,COO,Indonesia,1980-04-18,,2026-01-15 14:25:06.94534+00
1159,Sri Irwan Pratama,6258********3158,Sekretaris Perusahaan,Indonesia,1963-10-14,,2026-01-15 14:25:06.94534+00
1160,Kurnia Hidayat,6259********3159,Komisaris Independen,Indonesia,1969-02-11,,2026-01-15 14:25:06.94534+00
1161,Sigit Dwi Utomo,6260********3160,Direktur,Indonesia,1988-09-02,,2026-01-15 14:25:06.94534+00
1162,Taufik Mahendra,6261********3161,Sekretaris Perusahaan,Indonesia,1968-01-23,,2026-01-15 14:25:06.94534+00
1163,Rizki Hendra Purwanto,6262********3162,COO,Indonesia,1956-06-13,,2026-01-15 14:25:06.94534+00
1164,Feri Taufik Putra,6263********3163,Direktur Operasional,Indonesia,1986-07-23,,2026-01-15 14:25:06.94534+00
1165,Rizki Adi Mahendra,6264********3164,Direktur Keuangan,Indonesia,1986-04-01,,2026-01-15 14:25:06.94534+00
1166,Eko Surya,6265********3165,Komisaris,China,1985-10-22,,2026-01-15 14:25:06.94534+00
1167,Rina Eko Santoso,6266********3166,Komisaris,Indonesia,1968-11-03,,2026-01-15 14:25:06.94534+00
1168,Dwi Raharjo,6267********3167,Direktur,Indonesia,1982-06-12,,2026-01-15 14:25:06.94534+00
1169,Tri Joko Setiawan,6268********3168,Komisaris Utama,Indonesia,1954-06-26,,2026-01-15 14:25:06.94534+00
1170,Nurul Dwi Ardiansyah,6269********3169,CEO,Indonesia,1986-05-15,,2026-01-15 14:25:06.94534+00
1171,Lestari Surya,6270********3170,Direktur,Indonesia,1967-05-04,,2026-01-15 14:25:06.94534+00
1172,Wati Hartono,6271********3171,Komisaris Independen,Japan,1969-11-05,,2026-01-15 14:25:06.94534+00
1173,Joko Bambang Pratama,6272********3172,Komisaris Utama,Indonesia,1987-10-01,,2026-01-15 14:25:06.94534+00
1174,Dian Sri Prabowo,6273********3173,Direktur,Indonesia,1971-06-15,,2026-01-15 14:25:06.94534+00
1175,Feri Suharto,6274********3174,Direktur Operasional,Indonesia,1982-04-06,,2026-01-15 14:25:06.94534+00
1176,Dwi Kusumo,6275********3175,Direktur,Indonesia,1968-01-15,,2026-01-15 14:25:06.94534+00
1177,Yulia Siti Aditya,6276********3176,Komisaris Utama,Indonesia,1974-04-26,,2026-01-15 14:25:06.94534+00
1178,Ahmad Dewi Cahya,6277********3177,Direktur Keuangan,Indonesia,1982-01-26,,2026-01-15 14:25:06.94534+00
1179,Wati Purwanto,6278********3178,Komisaris Independen,Indonesia,1971-05-26,,2026-01-15 14:25:06.94534+00
1180,Nita Budi Suharto,6279********3179,Sekretaris Perusahaan,Indonesia,1976-03-19,,2026-01-15 14:25:06.94534+00
1181,Budi Dwi Aditya,6280********3180,Komisaris Independen,Indonesia,1950-02-28,,2026-01-15 14:25:06.94534+00
1182,Hendro Putri Kusuma,6281********3181,Direktur,Indonesia,1980-04-02,,2026-01-15 14:25:06.94534+00
1183,Rudi Gunawan,6282********3182,Direktur Utama,Indonesia,1973-02-18,,2026-01-15 14:25:06.94534+00
1184,Wulan Suharto,6283********3183,Direktur Keuangan,Indonesia,1957-08-22,,2026-01-15 14:25:06.94534+00
1185,Irwan Andi Saputra,6284********3184,CFO,Indonesia,1980-08-26,,2026-01-15 14:25:06.94534+00
1186,Dwi Joko Prabowo,6285********3185,Direktur,Indonesia,1984-06-19,,2026-01-15 14:25:06.94534+00
1187,Agus Pratama,6286********3186,CEO,Indonesia,1968-11-21,,2026-01-15 14:25:06.94534+00
1188,Yulia Lestari Mahendra,6287********3187,Direktur Keuangan,Indonesia,1952-03-04,,2026-01-15 14:25:06.94534+00
1189,Nita Dewi Cahya,6288********3188,Sekretaris Perusahaan,Indonesia,1990-09-03,,2026-01-15 14:25:06.94534+00
1190,Fitri Wahyu Suharto,6289********3189,Direktur Operasional,Indonesia,1967-04-11,,2026-01-15 14:25:06.94534+00
1191,Feri Ramadhan,6290********3190,Direktur,Indonesia,1973-02-18,,2026-01-15 14:25:06.94534+00
1192,Eko Wulan Saputra,6291********3191,Direktur Utama,Indonesia,1990-01-16,,2026-01-15 14:25:06.94534+00
1193,Ahmad Agus Raharjo,6292********3192,Direktur,Indonesia,1984-12-05,,2026-01-15 14:25:06.94534+00
1194,Yanti Lestari Firmansyah,6293********3193,COO,Indonesia,1974-06-01,,2026-01-15 14:25:06.94534+00
1195,Bambang Ratna Aditya,6294********3194,Komisaris,Indonesia,1960-10-13,,2026-01-15 14:25:06.94534+00
1196,Dewi Hendro Prabowo,6295********3195,Sekretaris Perusahaan,Indonesia,1970-09-21,,2026-01-15 14:25:06.94534+00
1197,Rudi Kusuma,6296********3196,CFO,Indonesia,1975-04-15,,2026-01-15 14:25:06.94534+00
1198,Sri Wati Purwanto,6297********3197,Direktur Operasional,Indonesia,1983-07-06,,2026-01-15 14:25:06.94534+00
1199,Sigit Kurnia Prabowo,6298********3198,COO,Japan,1964-12-16,,2026-01-15 14:25:06.94534+00
1200,Kurnia Raharjo,6299********3199,COO,Indonesia,1975-01-10,,2026-01-15 14:25:06.94534+00
1201,Hadi Wishnu Wibowo,6300********3200,CFO,Indonesia,1990-04-02,,2026-01-15 14:25:06.94534+00
1202,Nita Purwanto,6301********3201,CEO,Indonesia,1961-08-14,,2026-01-15 14:25:06.94534+00
1203,Eko Sri Hidayat,6302********3202,Direktur Keuangan,Indonesia,1952-10-05,,2026-01-15 14:25:06.94534+00
1204,Wahyu Saputra,6303********3203,Komisaris Utama,Indonesia,1967-07-21,,2026-01-15 14:25:06.94534+00
1205,Nurul Agus Hidayat,6304********3204,Direktur Keuangan,Indonesia,1982-04-04,,2026-01-15 14:25:06.94534+00
1206,Lestari Adi Utomo,6305********3205,COO,Indonesia,1971-03-19,,2026-01-15 14:25:06.94534+00
1207,Rina Rudi Hidayat,6306********3206,Direktur Utama,Indonesia,1961-03-23,,2026-01-15 14:25:06.94534+00
1208,Dian Permana,6307********3207,Direktur,Indonesia,1990-06-28,,2026-01-15 14:25:06.94534+00
1209,Sri Dian Surya,6308********3208,Komisaris Utama,Indonesia,1950-02-28,,2026-01-15 14:25:06.94534+00
1210,Wishnu Fitri Wibowo,6309********3209,Komisaris,Indonesia,1983-10-20,,2026-01-15 14:25:06.94534+00
1211,Agus Susanto,6310********3210,Direktur,Indonesia,1966-06-27,,2026-01-15 14:25:06.94534+00
1212,Adi Bambang Cahya,6311********3211,Komisaris,Indonesia,1965-06-16,,2026-01-15 14:25:06.94534+00
1213,Irwan Prasetyo,6312********3212,Komisaris Utama,Indonesia,1963-09-09,,2026-01-15 14:25:06.94534+00
1214,Rudi Ahmad Mahendra,6313********3213,Komisaris Utama,Indonesia,1989-12-01,,2026-01-15 14:25:06.94534+00
1215,Siti Budi Surya,6314********3214,Direktur Keuangan,Indonesia,1990-11-18,,2026-01-15 14:25:06.94534+00
1216,Rudi Lestari Kusuma,6315********3215,Direktur,Indonesia,1979-06-26,,2026-01-15 14:25:06.94534+00
1217,Siti Purwanto,6316********3216,Direktur Keuangan,Indonesia,1966-11-21,,2026-01-15 14:25:06.94534+00
1218,Nurul Irwan Santoso,6317********3217,CFO,Indonesia,1955-09-24,,2026-01-15 14:25:06.94534+00
1219,Lestari Hermawan,6318********3218,Komisaris Utama,Indonesia,1986-11-07,,2026-01-15 14:25:06.94534+00
1220,Tri Ardiansyah,6319********3219,Direktur Operasional,Singapore,1954-12-02,,2026-01-15 14:25:06.94534+00
1221,Dwi Utomo,6320********3220,Direktur,Indonesia,1985-02-03,,2026-01-15 14:25:06.94534+00
1222,Wati Wijaya,6321********3221,CEO,Indonesia,1965-09-03,,2026-01-15 14:25:06.94534+00
1223,Wishnu Taufik Wibowo,6322********3222,Direktur Keuangan,Indonesia,1982-11-17,,2026-01-15 14:25:06.94534+00
1224,Hendra Putri Ardiansyah,6323********3223,CFO,Indonesia,1955-01-21,,2026-01-15 14:25:06.94534+00
1225,Fitri Hendra Putra,6324********3224,Direktur,Indonesia,1954-03-13,,2026-01-15 14:25:06.94534+00
1226,Adi Tri Saputra,6325********3225,Direktur Operasional,Indonesia,1959-12-08,,2026-01-15 14:25:06.94534+00
1227,Tri Joko Firmansyah,6326********3226,COO,Indonesia,1988-05-10,,2026-01-15 14:25:06.94534+00
1228,Fitri Surya,6327********3227,Direktur Operasional,Indonesia,1952-10-07,,2026-01-15 14:25:06.94534+00
1229,Eko Ramadhan,6328********3228,Direktur Utama,Indonesia,1988-03-16,,2026-01-15 14:25:06.94534+00
1230,Wulan Hadi Putra,6329********3229,Direktur Utama,Indonesia,1959-08-13,,2026-01-15 14:25:06.94534+00
1231,Dwi Prabowo,6330********3230,Komisaris Utama,Indonesia,1954-03-14,,2026-01-15 14:25:06.94534+00
1232,Siti Dewi Suharto,6331********3231,Komisaris Independen,Indonesia,1963-02-05,,2026-01-15 14:25:06.94534+00
1233,Fitri Mahendra,6332********3232,Direktur,Indonesia,1967-11-21,,2026-01-15 14:25:06.94534+00
1234,Feri Utomo,6333********3233,Direktur,Indonesia,1959-03-02,,2026-01-15 14:25:06.94534+00
1235,Feri Dwi Saputra,6334********3234,COO,Indonesia,1962-11-21,,2026-01-15 14:25:06.94534+00
1236,Maya Putra,6335********3235,Direktur Keuangan,Indonesia,1964-10-12,,2026-01-15 14:25:06.94534+00
1237,Sari Kurnia Purwanto,6336********3236,COO,Indonesia,1966-03-24,,2026-01-15 14:25:06.94534+00
1238,Irwan Hermawan,6337********3237,Komisaris Utama,Indonesia,1974-09-03,,2026-01-15 14:25:06.94534+00
1239,Maya Suharto,6338********3238,Direktur Operasional,Singapore,1962-06-09,,2026-01-15 14:25:06.94534+00
1240,Sri Tri Suryanto,6339********3239,Sekretaris Perusahaan,Indonesia,1958-11-20,,2026-01-15 14:25:06.94534+00
1241,Rizki Ardiansyah,6340********3240,Direktur Operasional,Indonesia,1966-03-10,,2026-01-15 14:25:06.94534+00
1242,Maya Adi Nugroho,6341********3241,Direktur Utama,Indonesia,1968-09-12,,2026-01-15 14:25:06.94534+00
1243,Indah Saputra,6342********3242,Direktur Keuangan,Indonesia,1954-02-11,,2026-01-15 14:25:06.94534+00
1244,Wahyu Hendro Mahendra,6343********3243,Direktur Operasional,Indonesia,1974-11-25,,2026-01-15 14:25:06.94534+00
1245,Agus Cahya,6344********3244,COO,Indonesia,1959-11-24,,2026-01-15 14:25:06.94534+00
1246,Hadi Wahyu Saputra,6345********3245,Komisaris,Indonesia,1974-03-21,,2026-01-15 14:25:06.94534+00
1247,Budi Rudi Purwanto,6346********3246,Komisaris,Indonesia,1969-08-18,,2026-01-15 14:25:06.94534+00
1248,Hendro Rizki Susanto,6347********3247,COO,Indonesia,1987-10-11,,2026-01-15 14:25:06.94534+00
1249,Budi Nurul Suryanto,6348********3248,Komisaris Independen,Indonesia,1964-10-27,,2026-01-15 14:25:06.94534+00
1250,Lestari Rina Hidayat,6349********3249,Direktur Keuangan,Indonesia,1968-10-25,,2026-01-15 14:25:06.94534+00
1251,Andi Permana,6350********3250,CFO,Indonesia,1964-11-14,,2026-01-15 14:25:06.94534+00
1252,Tri Gunawan,6351********3251,Komisaris Independen,Indonesia,1983-11-27,,2026-01-15 14:25:06.94534+00
